代碼,學校名稱,地址,電話,座標地址
371X11,臺北市私立英才幼兒園,[108]臺北市萬華區日善里13鄰萬大路200號,(02)23072584,臺北市萬華區萬大路200號
371X12,臺北市私立大森幼兒園,[108]臺北市萬華區華江里11鄰環河南路二段278號1樓,(02)23062625,臺北市萬華區環河南路二段278號
371X13,臺北市私立幼佳幼兒園,[108]臺北市萬華區和平里23鄰雙園街18巷12號、西藏路484號、484-1號、486號1樓,(02)23026545,臺北市萬華區雙園街18巷12號
371X18,臺北市私立世仁幼兒園,[108]臺北市萬華區仁德里10鄰柳州街41號,(02)23615142,臺北市萬華區柳州街41號
371X21,北部台灣基督長老教會艋舺教會附設臺北市私立愛心幼兒園,[108]臺北市萬華區福音里2鄰貴陽街二段94號1樓,(02)23314921#11,臺北市萬華區貴陽街二段94號
371X23,臺北市私立茱莉亞幼兒園,[108]臺北市萬華區頂碩里20鄰西藏路176號1、2樓,(02)23062978,臺北市萬華區西藏路176號
371X28,臺北市私立小育龍幼兒園,[108]臺北市萬華區頂碩里17鄰莒光路239號1、2樓,(02)23027478,臺北市萬華區莒光路239號
371X2K,臺北市私立萬大幼兒園,[108]臺北市萬華區壽德里11鄰萬青街168號2樓,(02)23018457,臺北市萬華區萬青街168號
371X2O,臺北市私立雪拉比幼兒園,[108]臺北市萬華區華江里11鄰環河南路二段250巷1號2樓、252號2樓及254號2樓,(02)23065715,臺北市萬華區環河南路二段250巷1號
371X2R,臺北市私立聖保羅幼兒園,[108]臺北市萬華區新起里22鄰長沙街2段52號1樓、2樓,(02)23753690,臺北市萬華區長沙街2段52號
371X2T,臺北市私立德昌幼兒園,[108]臺北市萬華區忠德里13鄰德昌街166號2樓,(02)23395958,臺北市萬華區德昌街166號
371X2W,臺北市私立青年幼兒園,[108]臺北市萬華區新和里28鄰國興路90-7號1樓,(02)23370181,臺北市萬華區國興路90-7號
371X2Y,臺北市私立寶興幼兒園,[108]臺北市萬華區銘德里3鄰寶興街228號1樓,(02)23375171,臺北市萬華區寶興街228號
371X2Z,臺北市私立歡樂童年幼兒園,[108]臺北市萬華區新和里25鄰中華路二段428之4號1樓,(02)23018609,臺北市萬華區中華路二段428之4號
371X38,財團法人台北市中華基督教青年會附設臺北市私立萬華幼兒園,[108]臺北市萬華區仁德里12鄰柳州街76號1、2樓,(02)23363258,臺北市萬華區柳州街76號
371X39,臺北市私立娃娃果幼兒園,[108]臺北市萬華區雙園里3鄰艋舺大道184號2樓及186號1、2樓,(02)23069008,臺北市萬華區艋舺大道184號
371X3C,臺北市私立盈虹幼兒園,[108]臺北市萬華區忠德里2鄰西園路二段207號2樓及2樓之1,(02)23325452,臺北市萬華區西園路二段207號
371X3G,臺北市私立何嘉仁中華幼兒園,[108]臺北市萬華區騰雲里2鄰中華路二段666-12、666-13、668、670號1樓,(02)23094679,臺北市萬華區中華路二段666-12、666-13、668、670號
371X3I,臺北市私立寧馨苑幼兒園,[108]臺北市萬華區和德里1鄰西藏路239號1樓,(02)23392488,臺北市萬華區西藏路239號
371X3L,臺北市私立小樹苗華頓幼兒園,[108]臺北市萬華區新和里4鄰青年路30巷1號、30巷1之2號、30巷1之3號1樓,(02)23375275,臺北市萬華區青年路30巷1號
371X3M,臺北市私立名人幼兒園,[108]臺北市萬華區忠德里2鄰西園路2段227之1號2樓,(02)23016998,臺北市萬華區西園路2段227之1號
373X01,臺北市萬華區新和國民小學附設幼兒園,[108]臺北市萬華區新安里13鄰西藏路125巷31號,(02)23038298#56,臺北市萬華區西藏路125巷31號
373X02,臺北市萬華區雙園國民小學附設幼兒園,[108]臺北市萬華區雙園里16鄰莒光路315號,(02)23083511,臺北市萬華區莒光路315號
373X03,臺北市萬華區東園國民小學附設幼兒園,[108]臺北市萬華區全德里1鄰東園街195號,(02)23034803#1801,臺北市萬華區東園街195號
373X04,臺北市萬華區大理國民小學附設幼兒園,[108]臺北市萬華區和平里8鄰艋舺大道389號,(02)23022011#11,臺北市萬華區艋舺大道389號
373X05,臺北市萬華區西園國民小學附設幼兒園,[108]臺北市萬華區日善里4鄰東園街73巷65號,(02)23030257#513,臺北市萬華區東園街73巷65號
373X06,臺北市萬華區萬大國民小學附設幼兒園,[108]臺北市萬華區全德里4鄰萬大路346號,(02)23037654#711,臺北市萬華區萬大路346號
373X07,臺北市萬華區華江國民小學附設幼兒園,[108]臺北市萬華區華江里17鄰環河南路2段250巷42弄2號,(02)23064352#26,臺北市萬華區環河南路2段250巷42弄2號
373X08,臺北市萬華區西門國民小學附設幼兒園,[108]臺北市萬華區西門里6鄰成都路98號,(02)23753272#2103,臺北市萬華區成都路98號
373X09,臺北市萬華區老松國民小學附設幼兒園,[108]臺北市萬華區福音里12鄰桂林路64號,(02)23069908,臺北市萬華區桂林路64號
373X10,臺北市萬華區龍山國民小學附設幼兒園,[108]臺北市萬華區青山里20鄰和平西路3段235號,(02)23082977#771,臺北市萬華區和平西路3段235號
373X11,臺北市萬華區福星國民小學附設幼兒園,[108]臺北市萬華區福星里6鄰中華路一段66號,(02)23144668#113,臺北市萬華區中華路一段66號
373X20,臺北市立南海實驗幼兒園,[108]臺北市萬華區雙園里18鄰西藏路424號,(02)23022984,臺北市萬華區西藏路424號
373X21,臺北市私立國興幼兒園（臺北市政府教育局委託財團法人陳重光文教基金會辦理）,[108]臺北市萬華區凌霄里10鄰國興路46號1樓及2樓,(02)2303-8164,臺北市萬華區國興路46號
373X22,臺北市立萬華幼兒園,[108]臺北市萬華區青山里14鄰梧州街36號、36號2樓之1,(02)23020936,臺北市萬華區梧州街36號
380X01,國立政治大學附設實驗國民小學附設幼兒園,[116]臺北市文山區萬興里7鄰指南路二段64號,(02)29393091#80105,臺北市文山區指南路二段64號
381X04,臺北市私立靜心國民中小學附設幼兒園,[116]臺北市文山區興福里17鄰興隆路二段46號,(02)29323118#192,臺北市文山區興隆路二段46號
381X05,臺北市私立樹人幼兒園,[116]臺北市文山區興福里14鄰景華街121巷17弄9號,(02)29310558,臺北市文山區景華街121巷17弄9號
381X06,臺北市私立青青幼兒園,[116]臺北市文山區興得里24鄰興隆路3段206巷10弄9號1F,(02)22306047,臺北市文山區興隆路3段206巷10弄9號
381X07,臺北市私立家家幼兒園,[116]臺北市文山區興家里3鄰興隆路三段二0七巷九弄9.11號1樓,(02)22307500,臺北市文山區興隆路三段二0七巷九弄9.11號
381X09,臺北市私立惠生幼兒園,[116]臺北市文山區興家里12鄰興隆路三段207巷10弄3號,(02)22308526,臺北市文山區興隆路三段207巷10弄3號
381X10,財團法人天主教會臺北教區附設臺北市私立若石幼兒園,[116]臺北市文山區萬盛里3鄰羅斯福路五段51號1、2、3樓,(02)29328022,臺北市文山區羅斯福路五段51號
381X11,臺北市私立仁美幼兒園,[116]臺北市文山區木柵里7鄰木柵路3段85巷14弄14號1F,(02)29395610,臺北市文山區木柵路3段85巷14弄14號
381X14,臺北市私立中山國民小學附設幼兒園,[116]臺北市文山區華興里28鄰木柵路1段378巷26號,(02)29360935#700,臺北市文山區木柵路1段378巷26號
381X16,私立再興高級中學附設臺北市幼兒園,[116]臺北市文山區明義里4鄰木柵路二段1號,(02)29360939#211,臺北市文山區木柵路二段1號
381X20,財團法人台北市中國基督教靈糧世界佈道會台北靈糧堂附設臺北市私立靈糧幼兒園,[116]臺北市文山區興昌里20鄰萬美街2段80號1樓,(02)86636650,臺北市文山區萬美街2段80號
381X21,臺北市私立書宜幼兒園,[116]臺北市文山區景仁里1鄰羅斯福路六段150巷22號,(02)89322211,臺北市文山區羅斯福路六段150巷22號
381X22,財團法人台北市中華基督教景美浸信會附設臺北市私立聖愛幼兒園,[116]臺北市文山區景美里14鄰育英街63號,(02)29332244,臺北市文山區育英街63號
381X24,臺北市私立全能幼兒園,[116]臺北市文山區樟新里18鄰樟新街26號1樓,(02)29367367,臺北市文山區樟新街26號
381X25,財團法人台北市中華基督教青年會附設臺北市私立文山幼兒園,[116]臺北市文山區試院里14鄰和興路2號1樓至2樓,(02)22362817,臺北市文山區和興路2號
381X27,臺北市私立比利馬幼兒園,[116]臺北市文山區試院里26鄰木柵路一段87號1樓,(02)22362468,臺北市文山區木柵路一段87號
381X2C,臺北市私立樟新幼兒園（臺北市政府教育局委託台北市兒童托育協會辦理）,[116]臺北市文山區樟新里9鄰一壽街22號1樓及2樓,(02)86612696#7,臺北市文山區一壽街22號
381X2G,臺北市私立三義幼兒園,[116]臺北市文山區木柵里27鄰木柵路三段48巷1弄16、18、20號1樓,(02)86619636,臺北市文山區木柵路三段48巷1弄16、18、20號
381X2H,臺北市私立千千幼兒園,[116]臺北市文山區木柵里3鄰木柵路三段85巷8弄5號、5-1號1樓,(02)29397502,臺北市文山區木柵路三段85巷8弄5號
381X2L,臺北市私立文山仁和幼兒園,[116]臺北市文山區樟文里1鄰忠順街一段10巷11.13.15號1至2樓,(02)29364473,臺北市文山區忠順街一段10巷11.13.15號
381X2T,臺北市私立巧可麗幼兒園,[116]臺北市文山區景仁里10鄰景福街17、19號1樓,(02)29303077,臺北市文山區景福街17、19號
381X2V,臺北市私立幼兒館幼兒園,[116]臺北市文山區木新里2鄰木新路2段128號1、2樓,(02)22341515,臺北市文山區木新路2段128號
381X2W,臺北市私立幼林幼兒園,[116]臺北市文山區景仁里9鄰景福街31號1樓,(02)29326469,臺北市文山區景福街31號
381X32,臺北市私立何嘉仁文山幼兒園,[116]臺北市文山區景仁里6鄰羅斯福路六段130號1、2樓,(02)29306607,臺北市文山區羅斯福路六段130號
381X34,臺北市私立諾貝兒幼兒園,[116]臺北市文山區興邦里16鄰興隆路二段203巷112及114號1樓,(02)29351301,臺北市文山區興隆路二段203巷112及114號
381X3J,臺北市私立阿布格小科學家幼兒園,[116]臺北市文山區順興里5鄰興隆路四段173及175號1樓至2樓,(02)86613011,臺北市文山區興隆路四段173及175號
381X3L,臺北市私立文山懷恩幼兒園,[116]臺北市文山區興旺里22鄰福興路63巷4弄26、28號1樓,(02)29308618,臺北市文山區福興路63巷4弄26、28號
381X3M,臺北市私立寶馨幼兒園,[116]臺北市文山區景慶里19鄰溪口街85巷7弄6號1樓,(02)86635966,臺北市文山區溪口街85巷7弄6號
381X3P,臺北市私立荳荳幼兒園,[116]臺北市文山區試院里25鄰木柵路一段59巷2號1樓,(02)22369488,臺北市文山區木柵路一段59巷2號
381X3R,臺北市私立何嘉仁興隆幼兒園,[116]臺北市文山區興業里7鄰興隆路二段252號2樓,(02)29310584,臺北市文山區興隆路二段252號
381X3W,臺北市私立景新幼兒園（臺北市政府教育局委託台北市兒童托育協會辦理）,[116]臺北市文山區景行里22鄰景後街151號2樓,(02)29328566,臺北市文山區景後街151號
381X44,臺北市私立巨星幼兒園,[116]臺北市文山區木柵里18鄰秀明路1段68，70，72號1樓,(02)29381987,臺北市文山區秀明路1段68，70，72號
381X46,臺北市私立和楓園幼兒園,[116]臺北市文山區興泰里5鄰辛亥路四段252巷1號1樓,(02)29301345,臺北市文山區辛亥路四段252巷1號
381X4C,臺北市私立樂兒園幼兒園,[116]臺北市文山區萬芳里28鄰萬美街一段19巷1號1樓,(02)22397577,臺北市文山區萬美街一段19巷1號
381X4G,臺北市私立子愛幼兒園,[116]臺北市文山區順興里6鄰興隆路四段165巷3、5號1樓,(02)29377790,臺北市文山區興隆路四段165巷3、5號
381X4H,臺北市私立木柵寶仁幼兒園,[116]臺北市文山區木新里9鄰木新路2段11號1、2樓,(02)29396094,臺北市文山區木新路2段11號
381X4J,臺北市私立景美幼兒園（臺北市政府教育局委託財團法人台北基督教女青年會辦理）,[116]臺北市文山區興業里1鄰興隆路二段160-1號1樓及2樓,(02)29304824,臺北市文山區興隆路二段160-1號
381X4P,臺北市私立吉太幼兒園,[116]臺北市文山區樟腳里13鄰木新路三段45巷7弄8、10、12號1樓,(02)29392220,臺北市文山區木新路三段45巷7弄8、10、12號
381X4R,臺北市私立清華幼兒園,[116]臺北市文山區興得里11鄰興隆路三段36巷9弄2號1樓,(02)29311714,臺北市文山區興隆路三段36巷9弄2號
381X4S,臺北市私立凱撒琳幼兒園,[116]臺北市文山區萬芳里1鄰萬芳路3號1、2樓,(02)22399558,臺北市文山區萬芳路3號
381X4V,財團法人台北市華亞之聲社中華基督教便以利教會附設臺北市私立華聲幼兒園,[116]臺北市文山區萬興里11鄰指南路2段11號1樓,(02)29392038,臺北市文山區指南路2段11號
381X4X,臺北市私立頌恩幼兒園,[116]臺北市文山區萬芳里12鄰萬安街91號及93號1樓,(02)22305679,臺北市文山區萬安街91號
381X54,臺北市私立勁寶兒公館幼兒園,[116]臺北市文山區萬盛里1鄰萬盛街42號1樓,(02)86631486,臺北市文山區萬盛街42號
381X56,臺北市私立台北紐西蘭幼兒園,[116]臺北市文山區萬興里37鄰政大1街19號1樓至4樓,(02)86611156,臺北市文山區政大1街19號
381X58,臺北市私立快樂諾貝兒幼兒園,[116]臺北市文山區興業里6鄰興隆路二段222之2號2樓,(02)29301241,臺北市文山區興隆路二段222之2號
381X59,臺北市私立南方幼兒園,[116]臺北市文山區興昌里15鄰辛亥路四段21巷12及14號1樓,(02)29328553,臺北市文山區辛亥路四段21巷12及14號
381X5B,臺北市私立宛的弗幼兒園,[116]臺北市文山區順興里15鄰忠順街二段26及26之1號1樓至2樓,(02)29365809,臺北市文山區忠順街二段26及26之1號
381X5C,臺北市私立幼學館幼兒園,[116]臺北市文山區木新里2鄰木新路2段130號1、2樓及132號2樓,(02)22341515,臺北市文山區木新路2段130號
381X5D,臺北市私立彩虹屋幼兒園,[116]臺北市文山區興泰里12鄰辛亥路四段130巷5號1樓,(02)29354278,臺北市文山區辛亥路四段130巷5號
381X5E,臺北市私立立揚幼兒園,[116]臺北市文山區景行里22鄰景興路258號1樓及夾層,(02)29333238,臺北市文山區景興路258號
383X01,臺北市文山區景美國民小學附設幼兒園,[116]臺北市文山區景行里4鄰景文街108號,(02)29322151#282,臺北市文山區景文街108號
383X02,臺北市文山區武功國民小學附設幼兒園,[116]臺北市文山區萬祥里1鄰興隆路一段68號,(02)29314360#22,臺北市文山區興隆路一段68號
383X03,臺北市文山區興德國民小學附設幼兒園,[116]臺北市文山區興豐里25鄰興隆路2段235號,(02)29329431#65,臺北市文山區興隆路2段235號
383X04,臺北市文山區溪口國民小學附設幼兒園,[116]臺北市文山區景慶里5鄰景福街225號,(02)29350955#760,臺北市文山區景福街225號
383X05,臺北市文山區興隆國民小學附設幼兒園,[116]臺北市文山區興旺里1鄰福興路2號,(02)29323131#115,臺北市文山區福興路2號
383X06,臺北市文山區志清國民小學附設幼兒園,[116]臺北市文山區景仁里10鄰景福街21巷5號,(02)29323875#72,臺北市文山區景福街21巷5號
383X07,臺北市文山區景興國民小學附設幼兒園,[116]臺北市文山區興安里21鄰景華街150巷21號,(02)29329439#70,臺北市文山區景華街150巷21號
383X08,臺北市文山區木柵國民小學附設幼兒園,[116]臺北市文山區木柵里1鄰木柵路3段191號,(02)29391234#170,臺北市文山區木柵路3段191號
383X11,臺北市文山區博嘉國民小學附設幼兒園,[116]臺北市文山區博嘉里6鄰木柵路4段159巷14號之1,(02)22302585#162,臺北市文山區木柵路4段159巷14號
383X12,臺北市文山區指南國民小學附設幼兒園,[116]臺北市文山區指南里4鄰指南路3段38巷5之2號,(02)29393546#17,臺北市文山區指南路3段38巷5之2號
383X13,臺北市文山區明道國民小學附設幼兒園,[116]臺北市文山區明義里18鄰木柵路2段138巷61號,(02)29392821#27,臺北市文山區木柵路2段138巷61號
383X14,臺北市文山區萬芳國民小學附設幼兒園,[116]臺北市文山區萬美里8鄰萬和街1號,(02)22301232#16,臺北市文山區萬和街1號
383X15,臺北市文山區力行國民小學附設幼兒園,[116]臺北市文山區樟腳里21鄰木新路三段155巷7號,(02)29383606#751,臺北市文山區木新路三段155巷7號
383X16,臺北市文山區萬興國民小學附設幼兒園,[116]臺北市文山區萬興里19鄰秀明路2段114號,(02)29370234#182,臺北市文山區秀明路2段114號
383X17,臺北市文山區萬福國民小學附設幼兒園,[116]臺北市文山區萬年里10鄰羅斯福路5段170巷32號,(02)29353123#171,臺北市文山區羅斯福路5段170巷32號
383X18,臺北市文山區興華國民小學附設幼兒園,[116]臺北市文山區興光里8鄰興隆路3段125巷6號,(02)22393070#170,臺北市文山區興隆路3段125巷6號
383X19,臺北市文山區辛亥國民小學附設幼兒園,[116]臺北市文山區興昌里7鄰辛亥路4段103號,(02)89321312,臺北市文山區辛亥路4段103號
383X21,臺北市立文山幼兒園,[116]臺北市文山區明義里19鄰興隆路四段105巷1號,(02)29395526#11,臺北市文山區興隆路四段105巷1號
391K01,臺北市私立道生南港幼兒園,[115]臺北市南港區重陽里3鄰重陽路187巷1號1樓,(02)27880661,臺北市南港區重陽路187巷1號
391X02,臺北市私立莒光幼兒園,[115]臺北市南港區舊莊里10鄰舊莊街一段145巷6弄31號,(02)27821776,臺北市南港區舊莊街一段145巷6弄31號
391X03,財團法人天主教會台北教區附設臺北市私立成德幼兒園,[115]臺北市南港區萬福里1鄰忠孝東路6段114號1樓、114之1號1、2樓,(02)27854427,臺北市南港區忠孝東路6段114號
391X04,臺北市私立育人幼兒園,[115]臺北市南港區萬福里9鄰玉成街179號1樓,(02)27854757,臺北市南港區玉成街179號
391X05,臺北市私立樹德幼兒園,[115]臺北市南港區成福里3鄰東新街80巷11弄2號、4號,(02)27854601,臺北市南港區東新街80巷11弄2號
391X06,臺北市私立大千幼兒園,[115]臺北市南港區百福里2鄰福德街310巷30、32及34號1樓,(02)27855557,臺北市南港區福德街310巷30、32及34號
391X07,臺北市私立寶華幼兒園,[115]臺北市南港區成福里36鄰成福路211巷4號1樓,(02)27866685,臺北市南港區成福路211巷4號
391X08,臺北市私立大華幼兒園,[115]臺北市南港區聯成里4鄰忠孝東路6段212巷4弄5、7及9號1樓,(02)26533111,臺北市南港區忠孝東路6段212巷4弄5、7及9號
391X11,中央研究院附設臺北市私立幼兒園,[115]臺北市南港區中研里20鄰研究院路2段12巷75號1樓,(02)27871451,臺北市南港區研究院路2段12巷75號
391X13,臺北市私立欣苗幼兒園,[115]臺北市南港區中研里24鄰研究院路2段12巷58弄9號,(02)27823322,臺北市南港區研究院路2段12巷58弄9號
391X14,臺北市私立東美幼兒園,[115]臺北市南港區東新里8鄰興南街52巷29、29-1、31-1號,(02)27868833,臺北市南港區興南街52巷29、29-1、31-1號
391X16,臺北市私立大大樹幼兒園,[115]臺北市南港區合成里8鄰玉成街46及48號1樓,(02)27851516,臺北市南港區玉成街46及48號
391X1A,臺北市私立忠孝幼兒園（臺北市政府教育局委託財團法人台北市現代婦女基金會辦理）,[115]臺北市南港區仁福里6鄰福德街373巷43號1樓,(02)26543767,臺北市南港區福德街373巷43號
391X1C,臺北市私立惠群幼兒園,[115]臺北市南港區舊莊里24鄰合順街8巷5弄5號1樓,(02)26511256,臺北市南港區合順街8巷5弄5號
391X1E,世平興業股份有限公司附設臺北市私立員工子女幼兒園,[115]臺北市南港區西新里8鄰成功路一段70、72、74號1樓,(02)26530137,臺北市南港區成功路一段70、72、74號
391X1F,臺北市私立新莒光幼兒園,[115]臺北市南港區中研里3鄰研究院路2段35巷13號1樓,(02)26510502,臺北市南港區研究院路2段35巷13號
391X1J,臺北市私立君子儒幼兒園,[115]臺北市南港區中研里22鄰研究院路二段34巷15號1樓,(02)26535227,臺北市南港區研究院路二段34巷15號
391X1P,財團法人國光慈善事業基金會附設臺北市私立三軍幼兒園,[115]臺北市南港區東明里5鄰南港路二段146號1樓,(02)27858410#27,臺北市南港區南港路二段146號
391X1Q,臺北市私立何嘉仁南港幼兒園,[115]臺北市南港區東明里15鄰興華路18.20.22.24號1樓至2樓,(02)27890198,臺北市南港區興華路18.20.22.24號
391X1W,臺北市私立南光幼兒園,[115]臺北市南港區中研里12鄰研究院路二段61巷2弄41號及43號1樓,(02)27823329,臺北市南港區研究院路二段61巷2弄41號
391X1X,臺北市立南港高級中學教師會附設臺北市私立員工子女幼兒園,[115]臺北市南港區西新里3鄰向陽路21號1樓,(02)27837863#297,臺北市南港區向陽路21號
391X1Z,臺北市私立甘霖幼兒園,[115]臺北市南港區東明里16鄰南港路二段30、32號3樓至4樓及34、34之1號1樓至4樓,(02)27826308,臺北市南港區南港路二段30、32號
391X21,臺北市私立弗利思特幼兒園,[115]臺北市南港區南港里23鄰興中路12巷23號2樓,(02)27892558,臺北市南港區興中路12巷23號
391X23,臺北市私立吉的堡小騎士幼兒園,[115]臺北市南港區成福里30鄰成福路183號2樓,(02)26516526,臺北市南港區成福路183號
391X25,臺北市私立安琪兒幼兒園,[115]臺北市南港區九如里23鄰研究院路三段68巷12號1樓、14號1樓,(02)27821686,臺北市南港區研究院路三段68巷12號
391X28,臺北市私立達芬奇多元智能幼兒園,[115]臺北市南港區東明里15鄰興華路32號1至4樓,(02)27881098,臺北市南港區興華路32號
391X29,臺北市私立龍華幼兒園,[115]臺北市南港區鴻福里12鄰玉成街247號1樓至4樓、247-1號1樓,(02)27867166,臺北市南港區玉成街247號
391X2B,臺北市私立大方凌雲幼兒園,[115]臺北市南港區九如里12鄰研究院路三段2巷2、6、8號1樓,(02)27820190,臺北市南港區研究院路三段2巷2、6、8號
393X01,臺北市南港區南港國民小學附設幼兒園,[115]臺北市南港區三重里25鄰惠民街67號,(02)27834678#1902,臺北市南港區惠民街67號
393X02,臺北市南港區舊莊國民小學附設幼兒園,[115]臺北市南港區舊莊里3鄰舊莊街1段100號,(02)27821418#181,臺北市南港區舊莊街1段100號
393X03,臺北市南港區玉成國民小學附設幼兒園,[115]臺北市南港區西新里1鄰向陽路31號,(02)27836049#190,臺北市南港區向陽路31號
393X04,臺北市南港區成德國民小學附設幼兒園,[115]臺北市南港區聯成里12鄰東新街65號,(02)27853856#10,臺北市南港區東新街65號
393X06,臺北市南港區東新國民小學附設幼兒園,[115]臺北市南港區東新里7鄰興南街62號,(02)27837577#53,臺北市南港區興南街62號
393X07,臺北市南港區修德國民小學附設幼兒園,[115]臺北市南港區成福里7鄰東新街118巷86號,(02)27880500#191,臺北市南港區東新街118巷86號
393X08,臺北市立南港幼兒園,[115]臺北市南港區東新里27鄰重陽路199巷28號,(02)27825081,臺北市南港區重陽路199巷28號
401K01,臺北市私立櫻之圓蒙特梭利幼兒園,[114]臺北市內湖區西康里24鄰環山路1段24巷10號1.2樓,(02)87975200,臺北市內湖區環山路1段24巷10號
401K02,臺北市私立快樂幼兒園,[114]臺北市內湖區南湖里4鄰民權東路6段280巷8號1.2樓,(02)26311292,臺北市內湖區民權東路6段280巷8號
401X01,臺北市私立心惠幼兒園,[114]臺北市內湖區港富里7鄰麗山街62巷18弄2、4、6號1樓,(02)26270022,臺北市內湖區麗山街62巷18弄2、4、6號
401X04,臺北市私立立湖幼兒園,[114]臺北市內湖區金瑞里9鄰金龍路222巷1弄1號,(02)27902228,臺北市內湖區金龍路222巷1弄1號
401X07,臺北市私立華泰幼兒園,[114]臺北市內湖區大湖里1鄰大湖山莊街21巷2號,(02)27928335,臺北市內湖區大湖山莊街21巷2號
401X09,臺北市私立文心幼兒園,[114]臺北市內湖區紫星里19鄰星雲街68巷8、10、12號1樓,(02)27902507,臺北市內湖區星雲街68巷8、10、12號
401X11,臺北市私立民祥幼兒園,[114]臺北市內湖區港都里13鄰麗山街338巷5、7號1樓,(02)27986739,臺北市內湖區麗山街338巷5、7號
401X15,臺北市私立幼新幼兒園,[114]臺北市內湖區湖興里19鄰成功路二段312巷46、48號1樓,(02)27916362,臺北市內湖區成功路二段312巷46、48號
401X16,臺北市私立東湖幼兒園,[114]臺北市內湖區樂康里5鄰康樂街85巷33、35、37號1樓,(02)26310351,臺北市內湖區康樂街85巷33、35、37號
401X18,臺北市私立奧斯福爾幼兒園,[114]臺北市內湖區葫洲里23鄰康寧路三段16巷53號1樓至2樓,(02)26344569#192,臺北市內湖區康寧路三段16巷53號
401X19,臺北市私立喬治亞幼兒園,[114]臺北市內湖區湖濱里9鄰內湖路二段334之1號,(02)27901110,臺北市內湖區內湖路二段334之1號
401X25,臺北市私立美敦幼兒園,[114]臺北市內湖區麗山里5鄰內湖路一段591巷11弄9、11號1樓,(02)26270758,臺北市內湖區內湖路一段591巷11弄9、11號
401X2A,臺北市私立花仙子幼兒園,[114]臺北市內湖區明湖里17鄰康寧路三段189巷56及58號1樓,(02)26316162,臺北市內湖區康寧路三段189巷56及58號
401X2B,臺北市私立卡爾維德幼兒園,[114]臺北市內湖區葫洲里5鄰康寧路三段16巷35號1、2樓及33號2樓,(02)26348514,臺北市內湖區康寧路三段16巷35號
401X2E,臺北市私立康大幼兒園,[114]臺北市內湖區樂康里17鄰康樂街116、116-1、116-2號2樓,(02)26330175,臺北市內湖區康樂街116、116-1、116-2號
401X2R,臺北市私立小綠山幼兒園,[114]臺北市內湖區瑞陽里10鄰成功路四段62號2樓,(02)27919019,臺北市內湖區成功路四段62號
401X2S,臺北市私立小樹苗幼兒園,[114]臺北市內湖區紫星里13鄰成功路四段61巷43弄1號及1-1號1樓,(02)27962010,臺北市內湖區成功路四段61巷43弄1號
401X2T,臺北市私立小瓢蟲幼兒園,[114]臺北市內湖區紫星里7鄰星雲街35號1樓,(02)27920986,臺北市內湖區星雲街35號
401X2V,臺北市私立內湖科見幼兒園,[114]臺北市內湖區金湖里15鄰成功路五段460號2樓及2樓之1,(02)26348876,臺北市內湖區成功路五段460號
401X34,臺北市私立聖安幼兒園,[114]臺北市內湖區葫洲里11鄰民權東路六段296巷69號及75號1樓,(02)26329810,臺北市內湖區民權東路六段296巷69號
401X39,臺北市私立麻雀素食幼兒園,[114]臺北市內湖區內溝里12鄰康樂街141之2號1樓,(02)26315918,臺北市內湖區康樂街141之2號
401X3D,臺北市私立諾貝爾幼兒園,[114]臺北市內湖區金湖里10鄰金湖路415號1樓及417號1樓,(02)26330368,臺北市內湖區金湖路415號
401X3G,臺北市私立華人幼兒園,[114]臺北市內湖區明湖里17鄰康寧路3段189巷42號1樓、189巷80弄36號1樓,(02)26331385,臺北市內湖區康寧路3段189巷42號
401X3H,臺北市私立華泰大湖幼兒園,[114]臺北市內湖區大湖里1鄰大湖山莊街21巷2號2樓,(02)27928335,臺北市內湖區大湖山莊街21巷2號
401X3J,臺北市私立鄉村小百合幼兒園,[114]臺北市內湖區紫雲里17鄰康寧路一段282號1樓,(02)27928198,臺北市內湖區康寧路一段282號
401X3L,臺北市私立塞凡提幼兒園,[114]臺北市內湖區葫洲里10鄰民權東路六段296巷31弄4號1樓,(02)26312809,臺北市內湖區民權東路六段296巷31弄4號
401X3Q,臺北市私立新力幼兒園,[114]臺北市內湖區瑞陽里9鄰文德路66巷69弄15、 17號1樓,(02)27991392,臺北市內湖區文德路66巷69弄15、 17號
401X3T,臺北市私立聖育幼兒園,[114]臺北市內湖區碧山里12鄰內湖路三段60巷9、11號1樓至2樓,(02)27909417,臺北市內湖區內湖路三段60巷9、11號
401X3U,臺北市私立聖喬治幼兒園,[114]臺北市內湖區葫洲里15鄰民權東路六段296巷40、42、42-1號1樓及42號2樓,(02)26337996,臺北市內湖區民權東路六段296巷40、42、42-1號
401X3W,臺北市私立達人幼兒園,[114]臺北市內湖區麗山里13鄰內湖路一段411巷74弄1、3、5、7號1樓,(02)26573951,臺北市內湖區內湖路一段411巷74弄1、3、5、7號
401X3X,臺北市私立陽光森林麗湖幼兒園,[114]臺北市內湖區湖濱里1鄰內湖路二段103巷48號1樓,(02)27997707,臺北市內湖區內湖路二段103巷48號
401X44,臺北市私立潭美幼兒園,[114]臺北市內湖區五分里10鄰東湖路160巷10弄20、22、24號,(02)26319070,臺北市內湖區東湖路160巷10弄20、22、24號
401X45,臺北市私立保進幼兒園,[114]臺北市內湖區樂康里5鄰康樂街61巷15弄1號1、2樓,(02)26332111,臺北市內湖區康樂街61巷15弄1號
